conceptType,conceptUri,code,preferredLabel,greenShare
ISCO level 3,http://data.europa.eu/esco/isco/C011,011,Oficerowie,0.00575396825396825
ISCO level 4,http://data.europa.eu/esco/isco/C0110,0110,Oficerowie,0.00575396825396825
Occupation,http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505,0110.1,oficer sił powietrznych,0.0
Occupation,http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d,0110.2,oficer sił zbrojnych,0.0
Occupation,http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497,0110.3,kapitan,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,0110.4,generał,0.0
Occupation,http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4,0110.5,major,0.0
Occupation,http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3,0110.6,oficer artylerii,0.0
Occupation,http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38,0110.7,generał brygady,0.0
Occupation,http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7,0110.8,pułkownik,0.0
Occupation,http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43,0110.9,dowódca Marynarki Wojennej,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/b223f402-0318-4e27-8691-df6e7f7295d2,0110.10,porucznik,0.0
Occupation,http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90,0110.11,oficer Marynarki Wojennej,0.0
Occupation,http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7,0110.12,dowódca eskadry,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C021,021,Podoficerowie,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C0210,0210,Podoficerowie,0.0
Occupation,http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f,0210.1,kapral,0.0
Occupation,http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031,0210.2,sierżant,0.0
Occupation,http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4,0210.3,podoficer sił specjalnych,0.0
Occupation,http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4,0210.4,specjalista w zakresie działań wojennych,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C031,031,Żołnierze innych stopni,0.001666666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C0310,0310,Żołnierze innych stopni,0.001666666666666666
Occupation,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0310.1,pilot wojskowy,0.0
Occupation,http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996,0310.2,saper,0.0
Occupation,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,0310.3,żołnierz sił zbrojnych,0.0
Occupation,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,0310.4,specjalista przechwytywania transmisji komunikacyjnych,0.0
Occupation,http://data.europa.eu/esco/occupation/555235ce-8c45-409b-a6c9-83e69c2d2bce,0310.5,inżynier wojskowy,0.00833333333333333
ISCO level 3,http://data.europa.eu/esco/isco/C111,111,Parlamentarzyści i wyżsi urzędnicy,0.004201680672268906
Occupation,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,1111.1,radny/radna,0.0
Occupation,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,1111.2,minister,0.0
Occupation,http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,1111.3,wojewoda,0.0
Occupation,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,1111.4,burmistrz,0.0
Occupation,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,1111.5,parlamentarzysta,0.0
Occupation,http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,1111.6,sekretarz stanu,0.0
Occupation,http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,1111.7,senator,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1111,1111,Parlamentarzyści,0.0
Occupation,http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,1112.1,prezes banku centralnego,0.0
Occupation,http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,1112.2,konsul,0.0
Occupation,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,1112.3.1,ambasador,0.0
Occupation,http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,1112.3.2,radca dyplomatyczny,0.0
Occupation,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,1112.3,wyższy urzędnik placówki dyplomatycznej,0.0
Occupation,http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,komendant straży pożarnej,0.0714285714285714
Occupation,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,komendant policji,0.0
Occupation,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,1112.6,wyższy urzędnik państwowy,0.0
Occupation,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,1112.7,sekretarz generalny/sekretarz generalna,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1112,1112,Wyżsi urzędnicy administracji publicznej,0.007936507936507933
Occupation,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,1114.1,zawodowy działacz organizacji członkowskiej,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1114,1114,Zawodowi działacze organizacji członkowskich,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C112,112,Dyrektorzy generalni i wykonawczy,0.0500265816055289
Occupation,http://data.europa.eu/esco/occupation/93dfef83-579c-4bef-b0ba-d41ee9cbda85,1120.1,dyrektor ośrodka dla zwierząt,0.05
Occupation,http://data.europa.eu/esco/occupation/4be4ea31-1211-4f0c-82bb-f6fe10791f4d,1120.3.1,dyrektor generalny portu lotniczego,0.0789473684210526
Occupation,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1120.3,dyrektor generalny,0.0151515151515151
Occupation,http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3,1120.4,dyrektor operacyjny,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,1120.5,kierownik urzędu pracy,0.0
Occupation,http://data.europa.eu/esco/occupation/73b10c97-b003-45dc-a36d-c1d585c04be1,1120.6,przedsiębiorca społeczny,0.133333333333333
ISCO level 4,http://data.europa.eu/esco/isco/C1120,1120,Dyrektorzy generalni i wykonawczy,0.0500265816055289
ISCO level 3,http://data.europa.eu/esco/isco/C121,121,Kierownicy do spraw obsługi biznesu i zarządzania,0.0823875829937813
Occupation,http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,1211.1.1,główny księgowy,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/b680251e-b3c7-4029-9849-66a95081801c,1211.1.2,dyrektor finansowy banku,0.0217391304347826
Occupation,http://data.europa.eu/esco/occupation/44e0c015-309d-4f67-98a3-1e036966ed7f,1211.1.3,dyrektor ds. budżetowania,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/3e1a2f3c-20d6-4d33-aa6f-63cd2a32698d,1211.1.4,dyrektor ds. płynności finansowej,0.0
Occupation,http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211.1,dyrektor finansowy,0.0121580547112462
ISCO level 4,http://data.europa.eu/esco/isco/C1211,1211,Kierownicy do spraw finansowych,0.0177765044778861
Occupation,http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0,1212.1,koordynator programu wolontariatu pracowniczego,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,1212.2.1,specjalista ds. równości,0.0178571428571428
Occupation,http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,kierownik działu zarządzania zasobami ludzkimi,0.00699300699300699
Occupation,http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,1212.3,kierownik wolontariuszy,0.0454545454545454
Occupation,http://data.europa.eu/esco/occupation/a14e96a7-6c4d-4d69-8c6f-7ccadf77bac5,1212.4,menedżer szkoleń,0.074074074074074
Occupation,http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75,1212.5,kierownik do spraw pozyskiwania talentów,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1212,1212,Kierownicy do spraw zarządzania zasobami ludzkimi,0.03795201711868375
Occupation,http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,1213.2.1,kierownik ds. ubezpieczeń społecznych,0.0
Occupation,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,1213.2.2,kierownik ds. planowania strategicznego,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/e246eca2-2cec-45b4-ae76-aa1f37d07bc5,1213.2.3,dyrektor ds. rozwoju turystyki,0.133333333333333
Occupation,http://data.europa.eu/esco/occupation/64e38ce7-3901-4261-bfee-77c7a77397f2,1213.2,kierownik do spraw strategii i planowania,0.177914110429447
Occupation,http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a,1213.3,kierownik działu zamówień publicznych,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/c94f3565-d987-431f-a46b-6f4e018e0bd7,1213.4,kierownik programu,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/0917ab6b-18a8-4cfd-8e7a-843b88cf9457,1213.5.1,dyrektor oddziału,0.0136986301369863
Occupation,http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,1213.5,dyrektor przedsiębiorstwa,0.0117647058823529
Occupation,http://data.europa.eu/esco/occupation/1c85eee2-a8ca-4750-a889-10a3e6c17b80,1213.6,kierownik ds. funduszy UE,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/57e87533-e523-4ee5-bf21-94a39fcc279b,1213.7,"menedżer ds. zdrowia, bezpieczeństwa i środowiska",0.253731343283582
Occupation,http://data.europa.eu/esco/occupation/2cf2b905-3308-4b5d-8e8d-633fc7a3f3ce,1213.8,kierownik ds. zrównoważonego rozwoju,0.75
Occupation,http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683,1213.9.1,dyrektor do spraw zgodności z przepisami i bezpieczeństwa informacji w grach hazardowych,0.0
Occupation,http://data.europa.eu/esco/occupation/b1ed68f8-8d51-4bcc-8825-bd554859480f,1213.9,dyrektor do spraw zgodności i bezpieczeństwa informacji,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1213,1213,Kierownicy do spraw strategicznych i planowania,0.1120622986377387
Occupation,http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43,1219.1.1,kierownik ds. budynków,0.160714285714285
Occupation,http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,kierownik ds. ochrony,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,1219.1,kierownik ds. obsługi biznesu,0.0
Occupation,http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,1219.2,kierownik ds. odpowiedzialności społecznej przedsiębiorstw,0.326530612244897
Occupation,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,1219.3,urzędnik ds. administracji w instytucji obronnej,0.0416666666666666
Occupation,http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,1219.4,kierownik działu,0.0125
Occupation,http://data.europa.eu/esco/occupation/81cc1583-3614-4207-8e54-00b8cd4ddf09,1219.5.1,kierownik zakładu w przemyśle chemicznym,0.0566037735849056
Occupation,http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801,1219.5.2,kierownik odlewni,0.037037037037037
Occupation,http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,dyrektor elektrowni,0.18
Occupation,http://data.europa.eu/esco/occupation/546ec458-e2a4-4cb1-ac17-553d314ac2e2,1219.5.4,kierownik stacji uzdatniania wody,0.295454545454545
Occupation,http://data.europa.eu/esco/occupation/b633af32-c8c0-4481-9971-7932ea4b16b5,1219.5.5,kierownik zakładu produkcji drzewnej,0.0192307692307692
Occupation,http://data.europa.eu/esco/occupation/680831bb-64fc-4fc8-ae58-c450327d9700,1219.5,kierownik ds. zakładów produkcyjnych,0.157894736842105
Occupation,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,1219.6,kierownik projektu,0.0147058823529411
Occupation,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,1219.7,kierownik ds. jakości,0.032258064516129
ISCO level 4,http://data.europa.eu/esco/isco/C1219,1219,Kierownicy do spraw obsługi biznesu i zarządzania gdzie indziej niesklasyfikowani,0.09695168902653951
ISCO level 3,http://data.europa.eu/esco/isco/C122,122,"Kierownicy do spraw sprzedaży, marketingu i rozwoju",0.0296640356338618
Occupation,http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,1221.1,kierownik domu aukcyjnego,0.03125
Occupation,http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9,1221.2,menedżer produktów bankowych,0.0222222222222222
Occupation,http://data.europa.eu/esco/occupation/425ed170-bf90-42c9-b5bd-148282ed96ff,1221.3.1,menedżer lokalizacji,0.157894736842105
Occupation,http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,1221.3.2.1.1,kierownik ds. kategorii produktów,0.0172413793103448
Occupation,http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,1221.3.2.1.2,kierownik ds. licencji,0.0
Occupation,http://data.europa.eu/esco/occupation/1663e9d9-857b-4efa-9ab6-886c7fc763f6,1221.3.2.1.3,kierownik ds. obsługi posprzedażowej w branży motoryzacyjnej,0.0
Occupation,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221.3.2.1.4,kierownik ds. sprzedaży internetowej,0.0
Occupation,http://data.europa.eu/esco/occupation/a2ade835-81c2-452e-a4d8-a90348bbe378,1221.3.2.1.5,kierownik do spraw usług posprzedażnych,0.0
Occupation,http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,1221.3.2.1,kierownik ds. sprzedaży,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221.3.2,kierownik ds. marketingu,0.0118343195266272
Occupation,http://data.europa.eu/esco/occupation/d954fd71-0e2f-4cf9-85f0-c040fa6cbda9,1221.3.3,kierownik ds. promocji,0.0185185185185185
Occupation,http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321,1221.3,dyrektor ds. marketingu,0.0158730158730158
Occupation,http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1,1221.4,dyrektor handlowy,0.0
Occupation,http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,1221.5,kierownik ds. marketingu cyfrowego,0.0
Occupation,http://data.europa.eu/esco/occupation/6ce3c372-408b-4c46-86d8-ad6b9255d686,1221.6,menedżer oferty turystycznej,0.166666666666666
Occupation,http://data.europa.eu/esco/occupation/53a362a4-4c83-4ce2-837f-d1faba4cd247,1221.7,kierownik do spraw procedur przetargowych,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1221,1221,Kierownicy do spraw sprzedaży i marketingu,0.02960993271722678
Occupation,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,1222.1.1,kierownik ds. reklamy,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2,1222.1.2,kierownik ds. public relations,0.00884955752212389
Occupation,http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b,1222.1,kierownik ds. komunikacji,0.0327868852459016
ISCO level 4,http://data.europa.eu/esco/isco/C1222,1222,Kierownicy do spraw reklamy i public relations,0.01993942031661453
Occupation,http://data.europa.eu/esco/occupation/73856e9e-eca2-44c2-bb3c-aaedf4b25979,1223.1.1,kierownik ds. produktów ubezpieczeniowych,0.0256410256410256
Occupation,http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890,1223.1,menedżer produktu,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223.2.1.1,kierownik ds. rozwoju produktów w branży odzieżowej,0.0434782608695652
Occupation,http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121,1223.2.1.2,kierownik ds. rozwoju produktu w branży obuwniczej,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a,1223.2.1.3,kierownik ds. rozwoju gier,0.0
Occupation,http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,1223.2.1.4,kierownik ds. rozwoju produktów w branży wyrobów skórzanych,0.0512820512820512
Occupation,http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0,1223.2.1,kierownik ds. rozwoju produktu,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223.2.2.1,kierownik ds. badań technologii informacyjno-telekomunikacyjnych,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1223.2.2,kierownik ds. badań,0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/9f1d546b-1b4e-4b64-97e8-600fc502304b,1223.2.3,specjalista do spraw innowacji,0.0434782608695652
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,1223.2,kierownik ds. badań i rozwoju,0.048780487804878
Occupation,http://data.europa.eu/esco/occupation/8a0afc76-4a09-449a-9e7b-a33495889f95,1223.3,dyrektor do spraw produktów,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C1223,1223,Kierownicy do spraw badań i rozwoju,0.03216732668535365
ISCO level 3,http://data.europa.eu/esco/isco/C131,131,"Kierownicy produkcji w rolnictwie, leśnictwie i rybołówstwie",0.15848987962194622
Occupation,http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,kierownik w gospodarce leśnej,0.372093023255813
ISCO level 4,http://data.europa.eu/esco/isco/C1311,1311,Kierownicy produkcji w rolnictwie i leśnictwie,0.372093023255813
Occupation,http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,1312.1,kierownik akwakultury ds. odłowów,0.0196078431372549
Occupation,http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71,1312.2,kierownik akwakultury ds. chowu,0.131147540983606
Occupation,http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3,1312.3,kierownik akwakultury ds. produkcji,0.111111111111111
ISCO level 4,http://data.europa.eu/esco/isco/C1312,1312,Kierownicy produkcji w akwakulturze i rybołówstwie,0.08728883174399064
ISCO level 3,http://data.europa.eu/esco/isco/C132,132,"Kierownicy w przemyśle przetwórczym, górnictwie, budownictwie i dystrybucji",0.0458292831389648
Occupation,http://data.europa.eu/esco/occupation/caa75a5b-b32f-4d57-bffa-03dbb91058cf,1321.1,koordynator ds. produkcji zielonej kawy,0.0
Occupation,http://data.europa.eu/esco/occupation/0d21a30d-25d9-427b-b8e4-339408425ff5,1321.2.1.1,kierownik ds. produkcji w przemyśle chemicznym,0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/3afd6af4-0c34-4311-ad73-65adc2571f0c,1321.2.1.2,kierownik ds. organizacji produkcji odzieży,0.0714285714285714
Occupation,http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,1321.2.1.3,kierownik produkcji żywności,0.169811320754716
Occupation,http://data.europa.eu/esco/occupation/6482664d-48f4-4ff4-9346-584ac0e2f729,1321.2.1.4,kierownik ds. produkcji w branży obuwniczej,0.05
Occupation,http://data.europa.eu/esco/occupation/a2bc52c2-9802-4929-a95c-6379d9f19204,1321.2.1.5,kierownik działu wykańczania skór,0.0571428571428571
Occupation,http://data.europa.eu/esco/occupation/e5257110-e7f1-453a-a2dc-bd374945bc4a,1321.2.1.6.1,kierownik ds. produkcji wyrobów skórzanych,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/262d4e45-0cf7-4399-be6f-3d5e96826ef2,1321.2.1.6.2,kierownik działu moczenia skóry,0.0588235294117647
Occupation,http://data.europa.eu/esco/occupation/316309e4-5fce-4dca-85d1-07702217ea19,1321.2.1.6,kierownik ds. produkcji w przemyśle skórzanym,0.054054054054054
Occupation,http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd,1321.2.1.7,kierownik w przemyśle metalurgicznym,0.04
Occupation,http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,1321.2.1.8,kierownik ds. produkcji metali,0.0
Occupation,http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,1321.2.1,kierownik ds. produkcji przemysłowej,0.0571428571428571
Occupation,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,1321.2.2.1,kierownik ds. zapewniania jakości w branży obuwniczej,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/1f8967ce-9faa-4d56-a656-50e041f7d07e,1321.2.2.2,kierownik ds. zapewniania jakości w branży wyrobów skórzanych,0.0625
Occupation,http://data.europa.eu/esco/occupation/652b847f-837a-4a08-bd5e-36397fe56455,1321.2.2.3,kierownik ds. zapewniania jakości w przemyśle włókienniczym,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93,1321.2.2,kierownik ds. zapewniania jakości produkcji przemysłowej,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321.2.3,kierownik ds. operacyjnych,0.125683060109289
Occupation,http://data.europa.eu/esco/occupation/9deee896-be9b-4aac-b55e-ceff1a7a843a,1321.2.4,dyrektor sieci kanalizacyjnej,0.363636363636363
Occupation,http://data.europa.eu/esco/occupation/9a20c93e-a345-4a46-a406-9ffbf11daeef,1321.2.5,specjalista ds. gospodarowania odpadami,0.577777777777777
Occupation,http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee,1321.2,kierownik ds. produkcji,0.172043010752688
Occupation,http://data.europa.eu/esco/occupation/518348e6-0095-4f37-ad46-5ef1b8b5ee2f,1321.3,mistrz produkcji w przemyśle włókienniczym,0.037037037037037
ISCO level 4,http://data.europa.eu/esco/isco/C1321,1321,Kierownicy w przemyśle przetwórczym,0.1035121973569099
Occupation,http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa,1322.1.1,kierownik ds. produkcji w kopalni,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,1322.1.2,kierownik ds. produkcji w górnictwie ropy naftowej i gazu,0.0512820512820512
Occupation,http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada,1322.1,dyrektor kopalni,0.0789473684210526
Occupation,http://data.europa.eu/esco/occupation/b156960c-8508-4067-908d-f167847c55b1,1322.2,dyrektor kamieniołomu,0.0833333333333333
ISCO level 4,http://data.europa.eu/esco/isco/C1322,1322,Kierownicy w górnictwie,0.061455204388141525
Occupation,http://data.europa.eu/esco/occupation/ba3bacd4-73e9-4861-a9c0-f89f1f28055a,1323.1.1,generalny wykonawca w budownictwie,0.205128205128205
Occupation,http://data.europa.eu/esco/occupation/b9711647-463f-4991-a858-d5de66ff2f83,1323.1.2,deweloper budowlany,0.0975609756097561
Occupation,http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56,1323.1,kierownik budowy,0.142857142857142
ISCO level 4,http://data.europa.eu/esco/isco/C1323,1323,Kierownicy w budownictwie,0.1485154411983677
Occupation,http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,1324.1,dyrektor portu lotniczego,0.0344827586206896
Occupation,http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac,1324.2,specjalista ds. zarządzania ruchem lotniczym,0.037037037037037
Occupation,http://data.europa.eu/esco/occupation/73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,1324.3.1.1,kierownik ds. śródlądowego transportu wodnego,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736,1324.3.1.2,kierownik ds. transportu morskiego,0.1
Occupation,http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,1324.3.1.3,kierownik ds. przewozów kolejowych,0.0
Occupation,http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,1324.3.1.4,kierownik ds. przewozów drogowych,0.172413793103448
Occupation,http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,1324.3.1.5,kierownik działu transportu drogowego,0.09375
Occupation,http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,1324.3.1.6.1,kierownik ds. dystrybucji maszyn i urządzeń rolniczych,0.0
Occupation,http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00,1324.3.1.6.2,"kierownik ds. dystrybucji surowców rolnych, nasion i pasz",0.0
Occupation,http://data.europa.eu/esco/occupation/e0433bbb-8a93-4ab4-ac7a-84ccc1a04637,1324.3.1.6.3,kierownik ds. dystrybucji napojów,0.0
Occupation,http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,1324.3.1.6.4,kierownik ds. dystrybucji produktów chemicznych,0.0
Occupation,http://data.europa.eu/esco/occupation/37f92bd9-b14c-4ab5-82fb-545ba7ba3b8b,1324.3.1.6.5,kierownik ds. dystrybucji wyrobów porcelanowych i szklanych,0.0
Occupation,http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b,1324.3.1.6.6,kierownik ds. dystrybucji wyrobów odzieżowych i obuwniczych,0.0
Occupation,http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3,1324.3.1.6.7,"kierownik ds. dystrybucji kawy, herbaty, kakao i przypraw",0.0
